project_id,profile_id,project_title,description,technologies,project_type,year_completed,created_at
cba8dd6e-ea54-79f2-399b-29fc5f5cf4f9,2c59adbb-f298-b8b0-1996-dcafcdc7bd02,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",personal,2026,2026-07-28 18:34:00
326dbb01-bd7f-d94a-8cd8-277bc55cdd19,9ac63645-022d-a24e-45ae-f0920c2a89d8,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",academic,2025,2026-08-29 08:11:00
aff8d43e-37a8-8934-23c9-44abbabc7d4b,58180fb9-653a-c312-9de8-eab0244ae9f0,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2025,2026-07-25 00:28:00
64176a88-c996-e7fc-4c10-03df4d4b0444,58180fb9-653a-c312-9de8-eab0244ae9f0,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",personal,2025,2026-07-25 00:28:00
da89f0cc-8bd9-59db-4776-fcba1c41c9cf,8b1035df-14fb-11b7-181c-b16f9439f63e,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",internship,2024,2026-07-21 18:35:00
8d8a5399-184c-bb24-bcde-7407844bf02f,8b1035df-14fb-11b7-181c-b16f9439f63e,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",personal,2025,2026-07-21 18:35:00
a1c06f17-3615-1724-7e15-878913b445ba,8b1035df-14fb-11b7-181c-b16f9439f63e,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2025,2026-07-21 18:35:00
505f1c4d-1804-53a0-3bd7-5053517eaaa6,e4588c5e-f608-f37b-c6f6-4c515278db82,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",competition,2025,2026-07-10 05:29:00
cd0d01ef-c595-806e-e50e-bfaf0238a72d,e4588c5e-f608-f37b-c6f6-4c515278db82,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",competition,2024,2026-07-10 05:29:00
f53b1b90-c671-8ba3-5671-dcd8bca40fc2,e4588c5e-f608-f37b-c6f6-4c515278db82,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",competition,2026,2026-07-10 05:29:00
89d33a59-944c-aad6-c9cb-6705e1c61e1f,e4588c5e-f608-f37b-c6f6-4c515278db82,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2025,2026-07-10 05:29:00
2cac003c-f4f1-83e5-a259-2eb5090501a0,83c6e86c-bc5f-eb6a-ab16-35f01e3640b1,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",competition,2026,2026-08-23 18:21:00
ffbd04fd-efc1-2e17-a9f9-9d4f9545201e,83c6e86c-bc5f-eb6a-ab16-35f01e3640b1,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",personal,2026,2026-08-23 18:21:00
fc678db7-4657-6fee-ef3f-6b9a3657197b,d53690b0-d239-abdf-570b-ee9734469c32,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",internship,2026,2026-09-11 06:37:00
f67ebec9-842f-2c4b-6096-29e6aabe05a3,d53690b0-d239-abdf-570b-ee9734469c32,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",competition,2026,2026-09-11 06:37:00
b367618f-6898-e551-0432-dd0574fcfa93,d53690b0-d239-abdf-570b-ee9734469c32,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",competition,2025,2026-09-11 06:37:00
99e0859c-609b-7c1a-93fe-ba888c9d0e58,d8302225-0885-dbcf-f57e-cb8e4cf83b40,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2026,2026-09-07 20:02:00
ebb06b15-a488-0369-4b40-0975c253dac4,d8302225-0885-dbcf-f57e-cb8e4cf83b40,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",academic,2023,2026-09-07 20:02:00
6044abd0-8630-b789-59ab-d41c75acb371,d8302225-0885-dbcf-f57e-cb8e4cf83b40,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2026,2026-09-07 20:02:00
0d360498-258c-e2bf-6a3a-6b2153da2de8,d8302225-0885-dbcf-f57e-cb8e4cf83b40,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2026,2026-09-07 20:02:00
48009596-ae14-aa40-4dd5-dda940f46987,d8302225-0885-dbcf-f57e-cb8e4cf83b40,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",personal,2024,2026-09-07 20:02:00
ffe1d65a-daff-e5fa-0766-32767766fa13,c6e6921d-a6d8-7a72-352b-a3e3c43b5ba7,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",academic,2025,2026-07-08 10:06:00
4ec320f7-d09f-6ec0-3eda-0f9bbc511628,c6e6921d-a6d8-7a72-352b-a3e3c43b5ba7,Conner Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",academic,2024,2026-07-08 10:06:00
17158cbe-342b-6225-1873-7a1d4d6d1f82,4eba2d22-7c0b-b276-4eee-848008405335,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",personal,2026,2026-09-10 05:09:00
839d2774-5af7-a91c-242f-caa40237b7a6,4eba2d22-7c0b-b276-4eee-848008405335,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",academic,2024,2026-09-10 05:09:00
1ea34e54-4db7-255b-e2e7-855ffcea8251,e7940b08-78e0-e9ac-279c-e2d1507c2d8d,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",academic,2026,2026-08-07 22:42:00
2c6aa91f-0757-912b-8d6b-456e49bcbc58,5863229c-02d8-eb63-00fe-6cccbee9d208,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",personal,2024,2026-07-17 13:31:00
d8e1fe32-5bce-01c4-c87e-332c6b23686b,5863229c-02d8-eb63-00fe-6cccbee9d208,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2024,2026-07-17 13:31:00
00698a2a-e6ac-8886-8959-765bb78707bd,0c3b491f-bb27-dcbb-9038-3703cf12b313,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",academic,2025,2026-07-30 19:30:00
2c2c5d5b-27bd-668b-a3a9-41c1a6f71504,c2b787b1-52bf-3c8a-719a-704d6db4f3b8,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",academic,2026,2026-09-19 01:49:00
bebf5e40-cab8-aadd-8a9c-7a82c26317e8,c2b787b1-52bf-3c8a-719a-704d6db4f3b8,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",academic,2026,2026-09-19 01:49:00
74c1f9b4-108e-7b32-813f-51fc9b6e2c87,aecc015a-ecec-b339-a064-c0ccbd279fd8,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",competition,2023,2026-07-06 14:49:00
77b42cd6-5fc4-87a2-a611-49c9e0232429,e5c8c601-dbcc-ee78-9ccc-3ea8c486ca71,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",personal,2026,2026-08-08 12:50:00
8951f2a5-2502-5d89-dc57-0f3f3cdfa052,e5c8c601-dbcc-ee78-9ccc-3ea8c486ca71,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2025,2026-08-08 12:50:00
4f54c90e-db76-11cd-e928-966877d51bca,b42176c0-e763-b8fe-65da-b531190dcc47,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",academic,2026,2026-08-01 07:41:00
d9df734f-67ba-704b-6ea5-87533a09bb30,b42176c0-e763-b8fe-65da-b531190dcc47,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",academic,2026,2026-08-01 07:41:00
9159c84f-ba28-7777-c59a-a49db657294f,b42176c0-e763-b8fe-65da-b531190dcc47,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2025,2026-08-01 07:41:00
61cadf6b-429a-8d6f-148c-a70bf068d554,60a69e36-45d9-6457-a10d-b698a111bdbc,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",academic,2026,2026-07-28 15:10:00
3e6ba669-85b0-b47d-a970-b21142d3388c,60a69e36-45d9-6457-a10d-b698a111bdbc,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2025,2026-07-28 15:10:00
549657d6-9244-704e-1637-401e307c68e0,46be81c7-caec-3e30-5de9-1f0f749b5bee,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",competition,2024,2026-07-30 15:47:00
17bd2124-8a99-4696-1df8-252ed7fc8bd6,dd9c829a-76fc-5c77-751f-0dda6759a88b,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",personal,2025,2026-08-05 16:39:00
7bd06794-2985-cdd3-4a1d-5528d85a254f,dd9c829a-76fc-5c77-751f-0dda6759a88b,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2026,2026-08-05 16:39:00
e3c80e02-b7d6-a62f-9468-9f11d150190b,dd9c829a-76fc-5c77-751f-0dda6759a88b,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",competition,2026,2026-08-05 16:39:00
4e3698a4-994a-04ce-23fc-b5bdc74d9c94,a7355dab-e6a8-57d1-f782-8ca18a25cb4a,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",personal,2026,2026-08-06 15:53:00
263eb969-b47c-f9be-3a12-7eae3cff9604,b50c39ce-88ef-c6f6-65dc-8a7e3756befe,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2024,2026-08-13 00:12:00
329cbd35-d9da-ea9d-a5be-f82e934a145f,b50c39ce-88ef-c6f6-65dc-8a7e3756befe,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2025,2026-08-13 00:12:00
57fad2ab-1a67-6c83-e8d4-6a3597e864ca,b50c39ce-88ef-c6f6-65dc-8a7e3756befe,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2024,2026-08-13 00:12:00
275ec353-9809-c9e5-42fe-b5895db00973,b6045b36-c0af-daf5-67f6-3583e76cc750,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2024,2026-07-30 02:41:00
532bbb65-b4a6-747e-bccf-caf9d78f95c3,c310b79e-a5ba-be26-c2fc-1353f67bd794,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",personal,2024,2026-09-01 01:16:00
a42c150f-2d10-b3d5-48bd-6976ebcbb289,c310b79e-a5ba-be26-c2fc-1353f67bd794,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2026,2026-09-01 01:16:00
b49078bd-b95f-d288-24c3-82be9943d04b,c310b79e-a5ba-be26-c2fc-1353f67bd794,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",competition,2025,2026-09-01 01:16:00
d2f9a8de-2816-7a6f-7cff-9981b6ebcf09,0cd06a34-d97e-049e-1896-88febb94777a,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",internship,2024,2026-09-07 02:05:00
dd63a743-f192-5d87-ab34-26b9ac58c5d2,0cd06a34-d97e-049e-1896-88febb94777a,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",competition,2024,2026-09-07 02:05:00
486032b2-6b83-7aae-5a09-550f35f591b7,0cd06a34-d97e-049e-1896-88febb94777a,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2025,2026-09-07 02:05:00
9b0aec94-8599-3420-198a-ed065bf64136,66c62fc8-7ef8-3fa6-d8bd-2133916a50b7,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",personal,2025,2026-07-18 19:34:00
53ca59b9-c72a-4b39-73cc-a92d27bb607f,66c62fc8-7ef8-3fa6-d8bd-2133916a50b7,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2026,2026-07-18 19:34:00
f2b10b8d-d8d4-eb99-50b9-5cecbbcfae06,3e8b8467-120c-108e-b964-502130ff1f0f,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",competition,2026,2026-08-01 00:46:00
7c77bbed-b9ed-8eee-4dc4-1ea9e36d9559,3e8b8467-120c-108e-b964-502130ff1f0f,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",competition,2026,2026-08-01 00:46:00
4307877f-386f-0c33-0b96-9596f804be96,3e8b8467-120c-108e-b964-502130ff1f0f,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2026,2026-08-01 00:46:00
a64e3e94-e5ef-53ce-031a-1a4077a0c83f,0454f5a1-62a3-9105-d55d-59ed011a4361,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2023,2026-08-14 16:58:00
cc454c0b-74bc-14f1-e45c-500eebddcd37,0454f5a1-62a3-9105-d55d-59ed011a4361,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",academic,2023,2026-08-14 16:58:00
274770a1-9f29-f7df-d5e9-76193e5ca817,0052b9cc-e828-bb22-3e69-e1295c359d67,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2026,2026-07-08 19:37:00
b388181a-42c2-1e1f-17ad-582ea9ed947f,0052b9cc-e828-bb22-3e69-e1295c359d67,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",competition,2025,2026-07-08 19:37:00
aa51ca71-4381-95c7-0fb5-600a12d5e6b5,aacf1558-1c70-20b5-d1ab-143fcbd880b8,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2026,2026-07-10 23:10:00
a0cd1abb-3eb9-1bc0-a0ca-f7b8f2dd2f15,aacf1558-1c70-20b5-d1ab-143fcbd880b8,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",personal,2026,2026-07-10 23:10:00
205eb64b-2374-eca2-9b1c-d04611f91ad2,aacf1558-1c70-20b5-d1ab-143fcbd880b8,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2026,2026-07-10 23:10:00
b8b32bad-3a35-7a4f-c502-01ee77e9873b,557d5543-d745-f3fb-15cd-e4097a995fba,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",competition,2026,2026-07-09 06:51:00
9430c2bb-da4b-866e-7d26-3e0efa0c0499,557d5543-d745-f3fb-15cd-e4097a995fba,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2025,2026-07-09 06:51:00
b0a931d1-353e-e9c4-2c44-5e5fe08a8205,2f138be4-263b-8860-5953-d9c08b75f3fd,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2026,2026-07-10 06:03:00
21064520-2277-caa3-73a8-f499fefbfce1,2f138be4-263b-8860-5953-d9c08b75f3fd,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",personal,2025,2026-07-10 06:03:00
151bd690-3896-ac17-0a56-22ec66e0afcd,3e9a521d-b2b8-b4de-28e8-78985f5ab599,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",competition,2024,2026-08-12 02:10:00
4135cb68-0516-55be-3cea-efbcf8289fda,3e9a521d-b2b8-b4de-28e8-78985f5ab599,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",competition,2023,2026-08-12 02:10:00
788c1b36-97cf-6e6d-c25d-0c74b4ea3411,3e9a521d-b2b8-b4de-28e8-78985f5ab599,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",competition,2023,2026-08-12 02:10:00
d7e8b652-d97b-d2f2-e38b-784dcc9d2242,3e9a521d-b2b8-b4de-28e8-78985f5ab599,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",personal,2023,2026-08-12 02:10:00
0b102144-f687-df9e-d999-89111c3de334,ad40134e-8557-c6aa-3614-10a8386754a2,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2025,2026-08-15 13:58:00
9aa0b64c-967e-8e7b-94e6-8bda68a721b5,7a197bbb-60df-ea78-1271-6f048d5a9e8d,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",internship,2024,2026-07-06 01:41:00
1645864a-3965-b77d-2ff2-0b42ba612f2d,7a197bbb-60df-ea78-1271-6f048d5a9e8d,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2023,2026-07-06 01:41:00
3ce68c4e-7566-dbfe-289b-73ce3210b523,7a197bbb-60df-ea78-1271-6f048d5a9e8d,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",personal,2025,2026-07-06 01:41:00
2f0aff9d-af86-e24e-f26b-0d7d2f09b22c,52e74fa7-5ea5-c313-5ef8-707541b51e5b,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",competition,2025,2026-07-17 22:55:00
1aabc3e8-6681-5708-05fb-2b20ad315ef7,52e74fa7-5ea5-c313-5ef8-707541b51e5b,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2026,2026-07-17 22:55:00
1a4f3f75-e5fe-5596-df49-fae77c63de56,cb7e7784-02b5-0216-83eb-6cce8af194e6,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",internship,2026,2026-08-10 01:06:00
f2f51ee4-b97a-df6c-1a7c-6479a61bf785,cb7e7784-02b5-0216-83eb-6cce8af194e6,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",personal,2026,2026-08-10 01:06:00
f99c58ae-6cb5-c8f3-3995-5dd139e0f5bd,cb7e7784-02b5-0216-83eb-6cce8af194e6,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2025,2026-08-10 01:06:00
bc944672-70fd-c01c-f958-fff425361fff,013a7943-eacf-cefb-c462-23936070fd1e,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2025,2026-08-28 19:16:00
07bedb4c-84b9-cc5a-4098-40ba9d00841e,10627761-fdb5-36ad-a9da-5dd755370e6d,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",personal,2026,2026-09-13 16:07:00
8e347312-8a57-4378-9dec-c064d082804c,537b8436-6ed9-a39d-5a88-1ca43b4d3447,Lowe-Dillon Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",academic,2024,2026-07-23 06:27:00
eaffb333-28ca-a46d-beec-3c0c35a8e1b8,537b8436-6ed9-a39d-5a88-1ca43b4d3447,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2024,2026-07-23 06:27:00
c9a34d3b-2074-649b-4b00-bb02faebf24a,537b8436-6ed9-a39d-5a88-1ca43b4d3447,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",personal,2026,2026-07-23 06:27:00
c969cfac-d766-92bd-6416-e20b8713a3d5,d0d93b8b-582a-00f0-8cfe-021d2b933a75,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",personal,2025,2026-08-27 09:46:00
474e3b69-f721-0f63-f6c2-c7be4c098021,d0d93b8b-582a-00f0-8cfe-021d2b933a75,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",personal,2025,2026-08-27 09:46:00
58503809-9fcf-df54-3968-d9ea8f248157,a7eb7d25-a2c9-8d78-2119-d4ff056bc7bf,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2023,2026-08-28 11:25:00
9826e4a6-e669-4f3f-8dbe-81e1161aa203,2c1c0a75-3df1-e70e-dbb5-d0f9aee65375,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",personal,2024,2026-08-06 09:19:00
fa3680b5-bad8-29e9-f696-69eebdb31ff5,2c1c0a75-3df1-e70e-dbb5-d0f9aee65375,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",academic,2025,2026-08-06 09:19:00
75901dc5-a72c-3d57-dc12-e54bb51dd156,11b7664a-fd92-2b6f-b21e-2700e1476a7f,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",academic,2025,2026-07-11 09:23:00
d5d2d13b-06ae-5314-64f5-b0c51e1fbf0c,11b7664a-fd92-2b6f-b21e-2700e1476a7f,"Mendoza, Sales Dashboard",Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",personal,2024,2026-07-11 09:23:00
585f7f91-553a-019f-7516-191b1b0bd2c9,dca78898-84f6-1a6e-4f91-820aeb59baa7,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",internship,2024,2026-09-03 03:31:00
202e608c-afde-8320-445d-c28ee83783fc,65f2d47e-bdd4-27f3-2cea-49944219ae92,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",competition,2026,2026-09-03 17:43:00
88faf505-3b54-3bdb-87c6-c8f8cc3f6853,65f2d47e-bdd4-27f3-2cea-49944219ae92,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2026,2026-09-03 17:43:00
73738569-a187-f6df-adde-c0fad6759c5e,65f2d47e-bdd4-27f3-2cea-49944219ae92,Gutierrez Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",competition,2025,2026-09-03 17:43:00
b8bb90a5-ffff-450c-7f3e-1f923dbdac3b,f5b48747-77ff-9820-f5cb-5605fce77237,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2024,2026-08-05 11:29:00
780067c0-0e77-2f09-0136-1b8b755faddc,f5b48747-77ff-9820-f5cb-5605fce77237,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",competition,2026,2026-08-05 11:29:00
ee71a35e-5596-eef9-2c2e-53573e042026,f5b48747-77ff-9820-f5cb-5605fce77237,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2025,2026-08-05 11:29:00
5bb06f00-cc6d-ffe7-b859-e8400fd55224,39cbf01f-fa08-c994-fddf-bfe09c886793,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",competition,2025,2026-08-02 20:47:00
31b203cb-3578-3e64-ee42-972299b90023,39cbf01f-fa08-c994-fddf-bfe09c886793,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",personal,2026,2026-08-02 20:47:00
14a89212-c785-4729-5ce0-cd25cc4110a4,28479019-ab31-0d48-9ee7-c59e76ac5ae6,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",personal,2025,2026-07-27 13:57:00
6f34f064-6f97-ebe0-6568-49f902fdadd4,28479019-ab31-0d48-9ee7-c59e76ac5ae6,"Rodgers, Sales Dashboard",Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",academic,2025,2026-07-27 13:57:00
c1657c6e-ec89-9be4-4de0-7f104f3e2166,a9850f62-0404-ed5e-174e-6248da27f919,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",academic,2026,2026-08-19 07:55:00
083dd6f7-638d-5efe-5b0d-2428af9f9ce0,8a2cc93d-c0ef-4f70-ec1f-fcbd87569963,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",academic,2025,2026-08-01 18:00:00
184aa35b-9359-a813-1eed-acf05606e905,00533212-66ae-02c5-a958-90e7b71247c4,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",internship,2025,2026-08-10 19:46:00
14dc2143-7022-38e6-8841-d98b696ab0c0,00533212-66ae-02c5-a958-90e7b71247c4,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2026,2026-08-10 19:46:00
